Board,Net,Component,Designator,Connector Name,,
PDU,5V_VS,U5,34,MCU,,
PDU,24V_VS,U5,35,MCU,,
PDU,5V_FAN_NFLT,U5,38,MCU,,
PDU,5V_FAN_CTRL,U5,39,MCU,,
PDU,FAN_1_PWM_C,U5,40,MCU,,
PDU,FAN_2_PWM_C,U5,42,MCU,,
PDU,BLT_CTRL,U5,44,MCU,,
PDU,BLT_NFLT,U5,45,MCU,,
PDU,PUMP2_CTRL,U5,46,MCU,,
PDU,PUMP1_CTRL,U5,47,MCU,,
PDU,SPI2_nWP,U5,48,MCU,,
PDU,NetC36_1,U5,49,MCU,,
PDU,+3V3,U5,50,MCU,,
PDU,SPI2_NSS_EEPROM,U5,51,MCU,,
PDU,SPI2_SCK,U5,52,MCU,,
PDU,SPI2_MISO,U5,53,MCU,,
PDU,SPI2_MOSI,U5,54,MCU,,
PDU,FAN1_NFLT,U5,55,MCU,,
PDU,FAN1_CTRL,U5,56,MCU,,
PDU,FAN2_NFLT,U5,57,MCU,,
PDU,FAN2_CTRL,U5,58,MCU,,
PDU,AUX1_CTRL,U5,59,MCU,,
PDU,SDC_CTRL,U5,60,MCU,,
PDU,MAIN_NFLT,U5,61,MCU,,
PDU,MAIN_CTRL,U5,62,MCU,,
PDU,FLOW_1_PWM_C,U5,63,MCU,,
PDU,FLOW_2_PWM_C,U5,64,MCU,,
PDU,DASH_NFLT,U5,67,MCU,,
PDU,DASH_CTRL,U5,68,MCU,,
PDU,ABOX_NFLT,U5,69,MCU,,
PDU,ABOX_CTRL,U5,70,MCU,,
PDU,SWDIO,U5,72,MCU,,
PDU,NetC35_1,U5,73,MCU,,
PDU,GND,U5,74,MCU,,
PDU,+3V3,U5,75,MCU,,
PDU,SWCLK,U5,76,MCU,,
PDU,LV_BMS_STAT_C,U5,77,MCU,,
PDU,LV_BMS_TX_C,U5,78,MCU,,
PDU,LV_BMS_RX_C,U5,79,MCU,,
PDU,CAN_RX,U5,81,MCU,,
PDU,CAN_TX,U5,82,MCU,,
PDU,LAT,U5,88,MCU,,
PDU,SCLK,U5,89,MCU,,
PDU,SIN,U5,91,MCU,,
PDU,BLANK,U5,92,MCU,,
PDU,FAN_1_TACH_C,U5,93,MCU,,
PDU,NetR7_2,U5,94,MCU,,
PDU,FAN_2_TACH_C,U5,95,MCU,,
PDU,5V_CRIT_NFLT,U5,98,MCU,,
PDU,GND,U5,99,MCU,,
PDU,+3V3,U5,100,MCU,,
